"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1736974800";"15.01.2025 23:00";"10,09";"10,09";"1,65";"10,09"
"1736978400";"16.01.2025 00:00";"5";"5";"0,42";"5"
"1736982000";"16.01.2025 01:00";"115,57";"115,57";"0,09";"115,57"
"1736985600";"16.01.2025 02:00";"38,53";"38,53";"0";"38,53"
"1736989200";"16.01.2025 03:00";"5,77";"5,77";"0";"5,77"
"1736992800";"16.01.2025 04:00";"1,52";"1,52";"0";"1,52"
"1736996400";"16.01.2025 05:00";"4,99";"4,99";"0";"4,99"
"1737000000";"16.01.2025 06:00";"40,07";"40,07";"1,26";"40,07"
"1737003600";"16.01.2025 07:00";"118,05";"118,05";"1,98";"118,05"
"1737007200";"16.01.2025 08:00";"136,8";"136,8";"2,17";"136,8"
"1737010800";"16.01.2025 09:00";"134,9";"134,9";"2,17";"134,9"
"1737014400";"16.01.2025 10:00";"99,99";"99,99";"2,3";"99,99"
"1737018000";"16.01.2025 11:00";"48,73";"48,73";"2,23";"48,73"
"1737021600";"16.01.2025 12:00";"47,62";"47,62";"2,08";"47,62"
"1737025200";"16.01.2025 13:00";"85,14";"85,14";"2,07";"85,14"
"1737028800";"16.01.2025 14:00";"105,25";"105,25";"1,99";"105,25"
"1737032400";"16.01.2025 15:00";"103,03";"103,03";"2";"103,03"
"1737036000";"16.01.2025 16:00";"157";"157";"2,12";"157"
"1737039600";"16.01.2025 17:00";"85,16";"85,16";"2,39";"85,16"
"1737043200";"16.01.2025 18:00";"150,59";"150,59";"2,17";"150,59"
"1737046800";"16.01.2025 19:00";"116,38";"116,38";"2,12";"116,38"
"1737050400";"16.01.2025 20:00";"87,86";"87,86";"2,22";"87,86"
"1737054000";"16.01.2025 21:00";"39,7";"39,7";"2,17";"39,7"
"1737057600";"16.01.2025 22:00";"37,08";"37,08";"2,61";"37,08"
"1737061200";"16.01.2025 23:00";"30,05";"30,05";"2,35";"30,05"
"1737064800";"17.01.2025 00:00";"11,99";"11,99";"2,05";"11,99"
"1737068400";"17.01.2025 01:00";"1,48";"1,48";"1,48";"1,48"
"1737072000";"17.01.2025 02:00";"1,18";"1,18";"1,18";"1,18"
"1737075600";"17.01.2025 03:00";"1,09";"1,09";"1,09";"1,09"
"1737079200";"17.01.2025 04:00";"1,24";"1,24";"1,24";"1,24"
"1737082800";"17.01.2025 05:00";"5,78";"5,78";"2,08";"5,78"
"1737086400";"17.01.2025 06:00";"15,1";"15,1";"3,31";"15,1"
"1737090000";"17.01.2025 07:00";"55,39";"55,39";"4,08";"55,39"
"1737093600";"17.01.2025 08:00";"136,8";"136,8";"4,14";"136,8"
"1737097200";"17.01.2025 09:00";"150,38";"150,38";"4,22";"150,38"
"1737100800";"17.01.2025 10:00";"83,06";"83,06";"4,27";"83,06"
"1737104400";"17.01.2025 11:00";"136,79";"136,79";"4,11";"136,79"
"1737108000";"17.01.2025 12:00";"122,99";"122,99";"4,14";"122,99"
"1737111600";"17.01.2025 13:00";"122,99";"122,99";"4,26";"122,99"
"1737115200";"17.01.2025 14:00";"85,07";"85,07";"3,96";"85,07"
"1737118800";"17.01.2025 15:00";"133,25";"133,25";"3,11";"133,25"
"1737122400";"17.01.2025 16:00";"64,6";"64,6";"2,99";"64,6"
"1737126000";"17.01.2025 17:00";"84,9";"84,9";"2,82";"84,9"
"1737129600";"17.01.2025 18:00";"39,38";"39,38";"2,44";"39,38"
"1737133200";"17.01.2025 19:00";"38,5";"38,5";"2,17";"38,5"
"1737136800";"17.01.2025 20:00";"25,22";"25,22";"2,16";"25,22"
"1737140400";"17.01.2025 21:00";"3,16";"3,16";"1,94";"3,16"
"1737144000";"17.01.2025 22:00";"1,41";"1,41";"1,41";"1,41"
"1737147600";"17.01.2025 23:00";"1,03";"1,03";"0,18";"1,03"
"1737151200";"18.01.2025 00:00";"0,09";"0,09";"0";"0,09"
"1737154800";"18.01.2025 01:00";"1,01";"1,01";"0";"1,01"
"1737158400";"18.01.2025 02:00";"0,09";"0,09";"0";"0,09"
"1737162000";"18.01.2025 03:00";"0,09";"0,09";"0";"0,09"
"1737165600";"18.01.2025 04:00";"0,1";"0,1";"0";"0,1"
"1737169200";"18.01.2025 05:00";"1,01";"1,01";"0,01";"1,01"
"1737172800";"18.01.2025 06:00";"3,96";"3,96";"0,01";"3,96"
"1737176400";"18.01.2025 07:00";"36,89";"36,89";"1,04";"36,89"
"1737180000";"18.01.2025 08:00";"43,28";"43,28";"0,01";"43,28"
"1737183600";"18.01.2025 09:00";"45,05";"45,05";"1,24";"45,05"
"1737187200";"18.01.2025 10:00";"46,28";"46,28";"1,99";"46,28"
"1737190800";"18.01.2025 11:00";"47,67";"47,67";"2,09";"47,67"
"1737194400";"18.01.2025 12:00";"47,9";"47,9";"2,34";"47,9"
"1737198000";"18.01.2025 13:00";"46,49";"46,49";"2,51";"46,49"
"1737201600";"18.01.2025 14:00";"45,8";"45,8";"2,66";"45,8"
"1737205200";"18.01.2025 15:00";"46,12";"46,12";"2,78";"46,12"
"1737208800";"18.01.2025 16:00";"46,95";"46,95";"3,16";"46,95"
"1737212400";"18.01.2025 17:00";"79,92";"79,92";"3,49";"79,92"
"1737216000";"18.01.2025 18:00";"85,19";"85,19";"3,77";"85,19"
"1737219600";"18.01.2025 19:00";"96,86";"96,86";"4,18";"96,86"
"1737223200";"18.01.2025 20:00";"87,97";"87,97";"5,23";"87,97"
"1737226800";"18.01.2025 21:00";"72,85";"72,85";"6,37";"72,85"
"1737230400";"18.01.2025 22:00";"39,66";"39,66";"10,02";"39,66"
"1737234000";"18.01.2025 23:00";"38,68";"38,68";"22,16";"38,68"
"1737237600";"19.01.2025 00:00";"35,91";"35,91";"6,4";"35,91"
"1737241200";"19.01.2025 01:00";"28,78";"28,78";"25,01";"28,78"
"1737244800";"19.01.2025 02:00";"27,34";"27,34";"6,64";"27,34"
"1737248400";"19.01.2025 03:00";"25,07";"25,07";"5,21";"25,07"
"1737252000";"19.01.2025 04:00";"28,76";"28,76";"4,32";"28,76"
"1737255600";"19.01.2025 05:00";"25,05";"25,05";"4,29";"25,05"
"1737259200";"19.01.2025 06:00";"29,14";"29,14";"3,76";"29,14"
"1737262800";"19.01.2025 07:00";"31,66";"31,66";"3,61";"31,66"
"1737266400";"19.01.2025 08:00";"38,57";"38,57";"3,43";"38,57"
"1737270000";"19.01.2025 09:00";"56,68";"56,68";"3,18";"56,68"
"1737273600";"19.01.2025 10:00";"85,17";"85,17";"3,12";"85,17"
"1737277200";"19.01.2025 11:00";"45";"45";"3,07";"45"
"1737280800";"19.01.2025 12:00";"45,3";"45,3";"2,9";"45,3"
"1737284400";"19.01.2025 13:00";"46,07";"46,07";"2,31";"46,07"
"1737288000";"19.01.2025 14:00";"46,57";"46,57";"2,32";"46,57"
"1737291600";"19.01.2025 15:00";"47,45";"47,45";"2,49";"47,45"
"1737295200";"19.01.2025 16:00";"49,99";"49,99";"2,54";"49,99"
"1737298800";"19.01.2025 17:00";"94,25";"94,25";"2,72";"94,25"
"1737302400";"19.01.2025 18:00";"133,75";"133,75";"3,67";"133,75"
"1737306000";"19.01.2025 19:00";"155,81";"155,81";"3,98";"155,81"
"1737309600";"19.01.2025 20:00";"139,33";"139,33";"4,14";"139,33"
"1737313200";"19.01.2025 21:00";"74,28";"74,28";"3,99";"74,28"
"1737316800";"19.01.2025 22:00";"54,42";"54,42";"4,94";"54,42"
"1737320400";"19.01.2025 23:00";"49,94";"49,94";"5,38";"49,94"
"1737324000";"20.01.2025 00:00";"47,2";"47,2";"5,37";"47,2"
"1737327600";"20.01.2025 01:00";"56,68";"56,68";"10,47";"56,68"
"1737331200";"20.01.2025 02:00";"52,33";"52,33";"11,82";"52,33"
"1737334800";"20.01.2025 03:00";"50,85";"50,85";"15,05";"50,85"
"1737338400";"20.01.2025 04:00";"44,3";"44,3";"19,44";"44,3"
"1737342000";"20.01.2025 05:00";"42,79";"42,79";"23,69";"42,79"
"1737345600";"20.01.2025 06:00";"123,75";"123,75";"49,62";"123,75"
"1737349200";"20.01.2025 07:00";"160,02";"160,02";"84,72";"160,02"
"1737352800";"20.01.2025 08:00";"260,98";"260,98";"242,27";"260,98"
"1737356400";"20.01.2025 09:00";"423,46";"423,46";"356,89";"423,46"
"1737360000";"20.01.2025 10:00";"280,8";"280,8";"265,03";"280,8"
"1737363600";"20.01.2025 11:00";"230,32";"230,32";"221,38";"230,32"
"1737367200";"20.01.2025 12:00";"183,93";"183,93";"178,41";"183,93"
"1737370800";"20.01.2025 13:00";"172,31";"172,31";"166,64";"172,31"
"1737374400";"20.01.2025 14:00";"167,48";"167,48";"161,55";"167,48"
"1737378000";"20.01.2025 15:00";"190,25";"190,25";"185,45";"190,25"
"1737381600";"20.01.2025 16:00";"275,66";"275,66";"270,75";"275,66"
"1737385200";"20.01.2025 17:00";"351,91";"351,91";"300,09";"351,91"
"1737388800";"20.01.2025 18:00";"400,07";"400,07";"250,2";"400,07"
"1737392400";"20.01.2025 19:00";"282,61";"282,61";"169,23";"282,61"
"1737396000";"20.01.2025 20:00";"182,97";"182,97";"158,78";"182,97"
"1737399600";"20.01.2025 21:00";"139,31";"139,31";"70,74";"139,31"
"1737403200";"20.01.2025 22:00";"103,91";"103,91";"86,74";"103,91"
"1737406800";"20.01.2025 23:00";"52,12";"52,12";"51,69";"52,12"
"1737410400";"21.01.2025 00:00";"50,1";"50,1";"30,01";"50,1"
"1737414000";"21.01.2025 01:00";"124,31";"124,31";"29,93";"124,31"
"1737417600";"21.01.2025 02:00";"115,06";"115,06";"35,01";"115,06"
"1737421200";"21.01.2025 03:00";"99,76";"99,76";"33,51";"99,76"
"1737424800";"21.01.2025 04:00";"93,29";"93,29";"31,56";"93,29"
"1737428400";"21.01.2025 05:00";"99,79";"99,79";"35";"99,79"
"1737432000";"21.01.2025 06:00";"112,72";"112,72";"41,01";"112,72"
"1737435600";"21.01.2025 07:00";"135,08";"135,08";"48,58";"135,08"
"1737439200";"21.01.2025 08:00";"174,87";"174,87";"107";"174,87"
"1737442800";"21.01.2025 09:00";"229,54";"229,54";"129,99";"229,54"
"1737446400";"21.01.2025 10:00";"203,7";"203,7";"96,42";"203,7"
"1737450000";"21.01.2025 11:00";"192,64";"192,64";"99,99";"192,64"
"1737453600";"21.01.2025 12:00";"155,58";"155,58";"68,03";"155,58"
"1737457200";"21.01.2025 13:00";"140,13";"140,13";"68,02";"140,13"
"1737460800";"21.01.2025 14:00";"137,4";"137,4";"59,41";"137,4"
"1737464400";"21.01.2025 15:00";"144,41";"144,41";"51,08";"144,41"
"1737468000";"21.01.2025 16:00";"169,33";"169,33";"51,24";"169,33"
"1737471600";"21.01.2025 17:00";"199,98";"199,98";"43,98";"199,98"
"1737475200";"21.01.2025 18:00";"274,44";"274,44";"36,78";"274,44"
"1737478800";"21.01.2025 19:00";"234,74";"234,74";"26,62";"234,74"
"1737482400";"21.01.2025 20:00";"162,91";"162,91";"13,76";"162,91"
"1737486000";"21.01.2025 21:00";"170,55";"170,55";"11,87";"170,55"
"1737489600";"21.01.2025 22:00";"137,9";"137,9";"14,89";"137,9"
"1737493200";"21.01.2025 23:00";"75,09";"75,09";"17,95";"75,09"
"1737496800";"22.01.2025 00:00";"85";"85";"12,48";"85"
"1737500400";"22.01.2025 01:00";"94,6";"94,6";"29,94";"94,6"
"1737504000";"22.01.2025 02:00";"93,8";"93,8";"27,85";"93,8"
"1737507600";"22.01.2025 03:00";"93,8";"93,8";"28,2";"93,8"
"1737511200";"22.01.2025 04:00";"93,8";"93,8";"29,01";"93,8"
"1737514800";"22.01.2025 05:00";"123,28";"123,28";"29,97";"123,28"
"1737518400";"22.01.2025 06:00";"93,8";"93,8";"35,75";"93,8"
"1737522000";"22.01.2025 07:00";"152,76";"152,76";"64,13";"152,76"
"1737525600";"22.01.2025 08:00";"199,75";"199,75";"139,53";"199,75"
"1737529200";"22.01.2025 09:00";"228,4";"228,4";"144,46";"228,4"
"1737532800";"22.01.2025 10:00";"199,41";"199,41";"178,02";"199,41"
"1737536400";"22.01.2025 11:00";"179,06";"179,06";"173,51";"179,06"
"1737540000";"22.01.2025 12:00";"172,94";"172,94";"167,58";"172,94"
"1737543600";"22.01.2025 13:00";"165";"165";"160,22";"165"
"1737547200";"22.01.2025 14:00";"170";"170";"165,07";"170"
"1737550800";"22.01.2025 15:00";"179,98";"179,98";"174,7";"179,98"
"1737554400";"22.01.2025 16:00";"194,7";"194,7";"189,99";"194,7"
"1737558000";"22.01.2025 17:00";"193,27";"193,27";"193,27";"193,27"
"1737561600";"22.01.2025 18:00";"202,93";"202,93";"202,93";"202,93"
"1737565200";"22.01.2025 19:00";"175,19";"175,19";"175,19";"175,19"
"1737568800";"22.01.2025 20:00";"162,23";"162,23";"162,23";"162,23"
"1737572400";"22.01.2025 21:00";"129,99";"129,99";"129,99";"129,99"
"1737576000";"22.01.2025 22:00";"123,82";"123,82";"123,82";"123,82"
"1737579600";"22.01.2025 23:00";"103,58";"103,58";"103,58";"103,58"
"1737583200";"23.01.2025 00:00";"96,06";"96,06";"58,51";"96,06"
"1737586800";"23.01.2025 01:00";"111,99";"111,99";"63,2";"111,99"
"1737590400";"23.01.2025 02:00";"107,09";"107,09";"64,63";"107,09"
"1737594000";"23.01.2025 03:00";"85,21";"85,21";"55,01";"85,21"
"1737597600";"23.01.2025 04:00";"103,48";"103,48";"57,14";"103,48"
"1737601200";"23.01.2025 05:00";"79,98";"79,98";"70,62";"79,98"
"1737604800";"23.01.2025 06:00";"106,25";"106,25";"106,25";"106,25"
"1737608400";"23.01.2025 07:00";"130";"130";"130";"130"
"1737612000";"23.01.2025 08:00";"152,49";"152,49";"152,49";"152,49"
"1737615600";"23.01.2025 09:00";"155,26";"155,26";"155,12";"155,26"
"1737619200";"23.01.2025 10:00";"141,99";"141,99";"138,01";"141,99"
"1737622800";"23.01.2025 11:00";"130";"130";"129,99";"130"
"1737626400";"23.01.2025 12:00";"109,52";"109,52";"109,52";"109,52"
"1737630000";"23.01.2025 13:00";"97,8";"97,8";"92,63";"97,8"
"1737633600";"23.01.2025 14:00";"122,6";"122,6";"122,6";"122,6"
"1737637200";"23.01.2025 15:00";"111,76";"111,76";"111,77";"111,76"
"1737640800";"23.01.2025 16:00";"112,87";"112,87";"72,12";"112,87"
"1737644400";"23.01.2025 17:00";"117,09";"117,09";"83,44";"117,09"
"1737648000";"23.01.2025 18:00";"116,94";"116,94";"89,94";"116,94"
"1737651600";"23.01.2025 19:00";"97,8";"97,8";"82,98";"97,8"
"1737655200";"23.01.2025 20:00";"70,24";"70,24";"70,24";"70,24"
"1737658800";"23.01.2025 21:00";"55,59";"55,59";"55,59";"55,59"
"1737662400";"23.01.2025 22:00";"40,39";"40,39";"39,84";"40,39"
"1737666000";"23.01.2025 23:00";"27,04";"27,04";"23,76";"27,04"
"1737669600";"24.01.2025 00:00";"26";"26";"22,71";"26"
"1737673200";"24.01.2025 01:00";"24,71";"24,71";"21,88";"24,71"
"1737676800";"24.01.2025 02:00";"24,3";"24,3";"21,45";"24,3"
"1737680400";"24.01.2025 03:00";"25";"25";"21,33";"25"
"1737684000";"24.01.2025 04:00";"30";"30";"21,28";"30"
"1737687600";"24.01.2025 05:00";"77,56";"77,56";"21,16";"77,56"
"1737691200";"24.01.2025 06:00";"94,95";"94,95";"22,45";"94,95"
"1737694800";"24.01.2025 07:00";"117,06";"117,06";"25,91";"117,06"
"1737698400";"24.01.2025 08:00";"137,79";"137,79";"54,39";"137,79"
"1737702000";"24.01.2025 09:00";"153,59";"153,59";"67,08";"153,59"
"1737705600";"24.01.2025 10:00";"126,07";"126,07";"53,63";"126,07"
"1737709200";"24.01.2025 11:00";"189,99";"189,99";"47,19";"189,99"
"1737712800";"24.01.2025 12:00";"135,05";"135,05";"42,54";"135,05"
"1737716400";"24.01.2025 13:00";"180,08";"180,08";"44,93";"180,08"
"1737720000";"24.01.2025 14:00";"220,03";"220,03";"35,33";"220,03"
"1737723600";"24.01.2025 15:00";"220,03";"220,03";"32,67";"220,03"
"1737727200";"24.01.2025 16:00";"126,69";"126,69";"28,55";"126,69"
"1737730800";"24.01.2025 17:00";"131,25";"131,25";"26,96";"131,25"
"1737734400";"24.01.2025 18:00";"122,29";"122,29";"23,72";"122,29"
"1737738000";"24.01.2025 19:00";"107,84";"107,84";"22,1";"107,84"
"1737741600";"24.01.2025 20:00";"101,34";"101,34";"20,05";"101,34"
"1737745200";"24.01.2025 21:00";"77,8";"77,8";"19,11";"77,8"
"1737748800";"24.01.2025 22:00";"35,05";"35,05";"15,54";"35,05"
"1737752400";"24.01.2025 23:00";"25,08";"25,08";"6,64";"25,08"
"1737756000";"25.01.2025 00:00";"5,09";"5,09";"3,86";"5,09"
"1737759600";"25.01.2025 01:00";"2,86";"2,86";"2,79";"2,86"
"1737763200";"25.01.2025 02:00";"2,26";"2,26";"2,32";"2,26"
"1737766800";"25.01.2025 03:00";"1,26";"1,26";"1,26";"1,26"
"1737770400";"25.01.2025 04:00";"1,01";"1,01";"1,01";"1,01"
"1737774000";"25.01.2025 05:00";"0,97";"0,97";"0,97";"0,97"
"1737777600";"25.01.2025 06:00";"0,74";"0,74";"0,74";"0,74"
"1737781200";"25.01.2025 07:00";"1,25";"1,25";"1,25";"1,25"
"1737784800";"25.01.2025 08:00";"2,22";"2,22";"2,22";"2,22"
"1737788400";"25.01.2025 09:00";"2,91";"2,91";"2,79";"2,91"
"1737792000";"25.01.2025 10:00";"4,99";"4,99";"3,07";"4,99"
"1737795600";"25.01.2025 11:00";"16,64";"16,64";"2,91";"16,64"
"1737799200";"25.01.2025 12:00";"29,78";"29,78";"2,75";"29,78"
"1737802800";"25.01.2025 13:00";"32,62";"32,62";"2,95";"32,62"
"1737806400";"25.01.2025 14:00";"33,31";"33,31";"2,61";"33,31"
"1737810000";"25.01.2025 15:00";"33,1";"33,1";"2,51";"33,1"
"1737813600";"25.01.2025 16:00";"38,93";"38,93";"2,16";"38,93"
"1737817200";"25.01.2025 17:00";"68,3";"68,3";"2,29";"68,3"
"1737820800";"25.01.2025 18:00";"37,65";"37,65";"2";"37,65"
"1737824400";"25.01.2025 19:00";"35,12";"35,12";"2,27";"35,12"
"1737828000";"25.01.2025 20:00";"33,67";"33,67";"1,94";"33,67"
"1737831600";"25.01.2025 21:00";"25,08";"25,08";"1,99";"25,08"
"1737835200";"25.01.2025 22:00";"5,09";"5,09";"1,76";"5,09"
"1737838800";"25.01.2025 23:00";"1,4";"1,4";"1,4";"1,4"
"1737842400";"26.01.2025 00:00";"1,05";"1,05";"0,26";"1,05"
"1737846000";"26.01.2025 01:00";"1,26";"1,26";"1,26";"1,26"
"1737849600";"26.01.2025 02:00";"1,21";"1,21";"1,21";"1,21"
"1737853200";"26.01.2025 03:00";"1,37";"1,37";"1,37";"1,37"
"1737856800";"26.01.2025 04:00";"1,45";"1,45";"1,45";"1,45"
"1737860400";"26.01.2025 05:00";"2,01";"2,01";"2,01";"2,01"
"1737864000";"26.01.2025 06:00";"25,05";"25,05";"2,27";"25,05"
"1737867600";"26.01.2025 07:00";"85,2";"85,2";"2,16";"85,2"
"1737871200";"26.01.2025 08:00";"95";"95";"2,37";"95"
"1737874800";"26.01.2025 09:00";"109,93";"109,93";"2,38";"109,93"
"1737878400";"26.01.2025 10:00";"123,02";"123,02";"2,23";"123,02"
"1737882000";"26.01.2025 11:00";"85,17";"85,17";"2,79";"85,17"
"1737885600";"26.01.2025 12:00";"103,16";"103,16";"3,24";"103,16"
"1737889200";"26.01.2025 13:00";"97,03";"97,03";"4,06";"97,03"
"1737892800";"26.01.2025 14:00";"91,53";"91,53";"4,63";"91,53"
"1737896400";"26.01.2025 15:00";"101,22";"101,22";"5,08";"101,22"
"1737900000";"26.01.2025 16:00";"113,68";"113,68";"17,16";"113,68"
"1737903600";"26.01.2025 17:00";"128,42";"128,42";"24,68";"128,42"
"1737907200";"26.01.2025 18:00";"134,82";"134,82";"37,02";"134,82"
"1737910800";"26.01.2025 19:00";"124,04";"124,04";"44,34";"124,04"
"1737914400";"26.01.2025 20:00";"109,94";"109,94";"44,33";"109,94"
"1737918000";"26.01.2025 21:00";"108,37";"108,37";"38,98";"108,37"
"1737921600";"26.01.2025 22:00";"93,77";"93,77";"45,42";"93,77"
"1737925200";"26.01.2025 23:00";"40,19";"40,19";"35,6";"40,19"
"1737928800";"27.01.2025 00:00";"27,46";"27,46";"26,92";"27,46"
"1737932400";"27.01.2025 01:00";"39,32";"39,32";"39,83";"39,32"
"1737936000";"27.01.2025 02:00";"34,75";"34,75";"35,22";"34,75"
"1737939600";"27.01.2025 03:00";"26,93";"26,93";"26,93";"26,93"
"1737943200";"27.01.2025 04:00";"13,95";"13,95";"18,36";"13,95"
"1737946800";"27.01.2025 05:00";"30,53";"30,53";"34,73";"30,53"
"1737950400";"27.01.2025 06:00";"55,5";"47,98";"55,5";"55,5"
"1737954000";"27.01.2025 07:00";"74,61";"74,61";"74,61";"74,61"
"1737957600";"27.01.2025 08:00";"122,67";"122,67";"117,12";"122,67"
"1737961200";"27.01.2025 09:00";"120,55";"120,55";"120,55";"120,55"
"1737964800";"27.01.2025 10:00";"101,91";"101,91";"101,91";"101,91"
"1737968400";"27.01.2025 11:00";"91,1";"91,1";"77,27";"91,1"
"1737972000";"27.01.2025 12:00";"91,1";"91,1";"67,31";"91,1"
"1737975600";"27.01.2025 13:00";"139,29";"139,29";"61,07";"139,29"
"1737979200";"27.01.2025 14:00";"122,65";"122,65";"62,88";"122,65"
"1737982800";"27.01.2025 15:00";"94,62";"94,62";"78,73";"94,62"
"1737986400";"27.01.2025 16:00";"139,29";"139,29";"78,95";"139,29"
"1737990000";"27.01.2025 17:00";"124,3";"124,3";"60,01";"124,3"
"1737993600";"27.01.2025 18:00";"129,88";"129,88";"47,55";"129,88"
"1737997200";"27.01.2025 19:00";"91,1";"91,1";"47,87";"91,1"
"1738000800";"27.01.2025 20:00";"68,79";"68,79";"45,91";"68,79"
"1738004400";"27.01.2025 21:00";"36,83";"36,83";"36,83";"36,83"
"1738008000";"27.01.2025 22:00";"33,3";"33,3";"32,88";"33,3"
"1738011600";"27.01.2025 23:00";"30,33";"30,33";"29,45";"30,33"
"1738015200";"28.01.2025 00:00";"24,32";"24,32";"22,27";"24,32"
"1738018800";"28.01.2025 01:00";"22,8";"22,8";"16,44";"22,8"
"1738022400";"28.01.2025 02:00";"24,22";"24,22";"17,94";"24,22"
"1738026000";"28.01.2025 03:00";"25,11";"25,11";"14,76";"25,11"
"1738029600";"28.01.2025 04:00";"25,32";"25,32";"15,34";"25,32"
"1738033200";"28.01.2025 05:00";"26,76";"26,76";"14,85";"26,76"
"1738036800";"28.01.2025 06:00";"68,79";"68,79";"17,27";"68,79"
"1738040400";"28.01.2025 07:00";"124,03";"124,03";"25,38";"124,03"
"1738044000";"28.01.2025 08:00";"135,34";"135,34";"28,28";"135,34"
"1738047600";"28.01.2025 09:00";"147,58";"147,58";"37,47";"147,58"
"1738051200";"28.01.2025 10:00";"133,28";"133,28";"51,14";"133,28"
"1738054800";"28.01.2025 11:00";"124,31";"124,31";"63";"124,31"
"1738058400";"28.01.2025 12:00";"119,75";"119,75";"81,21";"119,75"
"1738062000";"28.01.2025 13:00";"125,19";"125,19";"70";"125,19"
"1738065600";"28.01.2025 14:00";"160";"160";"87,19";"160"
"1738069200";"28.01.2025 15:00";"125,04";"125,04";"109,44";"125,04"
"1738072800";"28.01.2025 16:00";"136,91";"136,91";"105,56";"136,91"
"1738076400";"28.01.2025 17:00";"146,83";"146,83";"126,5";"146,83"
"1738080000";"28.01.2025 18:00";"152,2";"152,2";"125,61";"152,2"
"1738083600";"28.01.2025 19:00";"139,69";"139,69";"117,01";"139,69"
"1738087200";"28.01.2025 20:00";"120,09";"120,09";"105,08";"120,09"
"1738090800";"28.01.2025 21:00";"117,92";"117,92";"80,69";"117,92"
"1738094400";"28.01.2025 22:00";"67,01";"67,01";"67,01";"67,01"
"1738098000";"28.01.2025 23:00";"51,03";"51,03";"51,03";"51,03"
"1738101600";"29.01.2025 00:00";"41,12";"41,12";"42,21";"41,12"
"1738105200";"29.01.2025 01:00";"85";"85";"43,99";"85"
"1738108800";"29.01.2025 02:00";"42,86";"42,86";"42,86";"42,86"
"1738112400";"29.01.2025 03:00";"42,3";"42,3";"42,3";"42,3"
"1738116000";"29.01.2025 04:00";"42";"42";"42";"42"
"1738119600";"29.01.2025 05:00";"42,7";"42,7";"42,7";"42,7"
"1738123200";"29.01.2025 06:00";"43,92";"43,92";"43,92";"43,92"
"1738126800";"29.01.2025 07:00";"79,91";"79,91";"68,56";"79,91"
"1738130400";"29.01.2025 08:00";"138,29";"138,29";"138,29";"138,29"
"1738134000";"29.01.2025 09:00";"145,46";"143,81";"145,46";"145,46"
"1738137600";"29.01.2025 10:00";"130,57";"130,57";"130,57";"130,57"
"1738141200";"29.01.2025 11:00";"107,2";"107,2";"107,1";"107,2"
"1738144800";"29.01.2025 12:00";"90,79";"90,79";"90,8";"90,79"
"1738148400";"29.01.2025 13:00";"85,43";"85,43";"85,43";"85,43"
"1738152000";"29.01.2025 14:00";"85,9";"85,9";"83,98";"85,9"
"1738155600";"29.01.2025 15:00";"92,59";"92,59";"41,94";"92,59"
"1738159200";"29.01.2025 16:00";"100,4";"100,4";"34";"100,4"
"1738162800";"29.01.2025 17:00";"129,95";"129,95";"28,71";"129,95"
"1738166400";"29.01.2025 18:00";"146,92";"146,92";"23,9";"146,92"
"1738170000";"29.01.2025 19:00";"145,46";"145,46";"17,39";"145,46"
"1738173600";"29.01.2025 20:00";"133,29";"133,29";"9,04";"133,29"
"1738177200";"29.01.2025 21:00";"106,71";"106,71";"6,42";"106,71"
"1738180800";"29.01.2025 22:00";"63,41";"63,41";"5,72";"63,41"
"1738184400";"29.01.2025 23:00";"50,03";"50,03";"5,27";"50,03"
"1738188000";"30.01.2025 00:00";"44,02";"44,02";"4,56";"44,02"
"1738191600";"30.01.2025 01:00";"53,15";"53,15";"4,33";"53,15"
"1738195200";"30.01.2025 02:00";"49,03";"49,03";"4,42";"49,03"
"1738198800";"30.01.2025 03:00";"45,42";"45,42";"4,62";"45,42"
"1738202400";"30.01.2025 04:00";"45,41";"45,41";"5,04";"45,41"
"1738206000";"30.01.2025 05:00";"45";"45";"5,37";"45"
